text,expected,predicted
"И тогда выход один - в окно, да ты Чертов гений )
",1.0,1.0
"Элджей новый костюм прикупил? : )
",1.0,0.0
"Иногда дешевле нагревать без рекуперации, чем трахаться с отводом конденсата.
",0.0,0.0
"Тупа сеги трэнду бездарного хуйсоса, а так жи насрал на ебала его зрителям, десу.
",1.0,0.0
"а не для здоровья нации. Здоровье нации это в первую очередь развитая медицина и диагностика заболеваний. Не дай бог тебе попасть в пидорашенскую поликлинику с чем-нибудь тяжелее ОРВИ - будешь по месяцу ждать очереди на диагностику, а диагноз тебе поставят года через два, если ты не сдохнешь как падаль в канаве.
",1.0,1.0
"Хоть ты и дегенерат, но ты прав. В том, что ты грязноштанный потомок холопа, нет моей заслуги, лишь заслуга твоей матери шлюхи, и ее матери шлюхи, и т.д.
",1.0,1.0
"Просил почесать пузико
",1.0,1.0
А может кто рассказать как происходит прыжок с инструктором. У меня у дочери мечта прыгнуть вот думаю на 18 лет подарок такой сделать. Дико боюсь за неё и думаю что могу передумать делать такой подарок.,0.0,0.0
"СЕНСАЦИИЯ ДАЧИ СТАЛИНА!111 На картинке дачный дом, который можно построить дешевле цены жоповозки. Что-то пошло не так, да?",0.0,0.0
"Кстати, какой антоним в оккупанту?
",1.0,0.0
"У нас такие реле времени до сих пор используются.
",0.0,0.0
"Костомаров, например. Только он русский, но топит за поляков, украинцев и прочих сателлитов ри. Борис Гринченко шикарный лексик. Куча их, но по некоторым причинам сложно будет связаться, я думаю.",1.0,0.0
"Вы действительно считаете, что вне аварийных ситуаций внутри квартиры никакие инструменты не нужны? И что, с каждой расшатавшейся табуреткой надо бежать к специалисту ? И швейное, и столярное дело - это ремесло. Хотя бы начальные, базовые знания-умения должны преподаваться обязательно.
",0.0,0.0
"Еще бы на 11 км больше и он бы стал первым суборбитальным аппаратом преодолевшим линию Кармана - границу разделяющую атмосферу Земли и космическое пространство. А вообще это здорово. Суборбитальные полеты имеют много преимуществ: за счет необходимого для набора высоты большей скорости и практически вакуума за бортом, аппарат может преодолевать огромные растояния за малый срок. Но и рисков тоже не меньше.
",0.0,0.0
"А если г-жу Рослякову в жопу послать, то она сама пойдёт или лопатой импульс придать?
",1.0,0.0
"Не нервничайте так, пожалуйста. Полно людей, которые родились в бедных семьях, но тем не менее, чего-то добились в жизни. Есть цель - иду к ней. Так как, мне почти сорок, то парней 23-30 лет я почти не знаю, но знала. И тогда среди них были разные и богатые и бедные, и умные, и глупые, ленивые и трудоголики и.д. И результаты, соответственно, были разные. Были даже парочка знакомых, которые приехав из глубинки в Москву, к 27-30-ти годам уже обзавелись московскими квартирами. Айтишников среди них не было.
",0.0,0.0
"2:30 - малолетнему дебилу открылся дзен и пришло просветление. Лучше поздно, чем никогда. 5:45 - верит рассказам сокамерников о своей невиновности. Ну, дебил малолетний, ничего не поделаешь. Хотя он себя тоже не считает в чём-то виноватым. у нас плохие законы, по ним сажают за наркотики А вот с этого орнул. Какой же он дегенерат. Короче, этому петуху место в изоляции.
",1.0,0.0
"Сажи даунам, которые его не смотрят
",1.0,1.0
"У нас в Казахстане уже обкатали, уже и конкуренты выкатились, щас очень много этого в продаже и много людей активно используют.
",0.0,0.0
"Женечка-няшенька истинная чемпионка, зоофилы сосатьь
",1.0,1.0
"Нет не подскажу прямо сейчас. Наизусть не помню. Напольная плитка прекрасно держится на нем.
",0.0,0.0
какой ужас. прочитала все ваши посты. как сейчас ваша жизнь сложилась? общаетесь ли с матерью? а отца видели? очень сочувствую вам.,0.0,0.0
"Когда-то я тоже верил в справедливость. В воровском государстве воры долго не сидят. Если и сядут, то быстро выйдут и устроятся на работу не хуже прежней.
",1.0,0.0
"что-то я сомневаюсь, что до 10-ти вечера терапевт принимал бы. у нас и после обеда к нему не факт что попадешь, а в 16.00 вообще уходит
",0.0,0.0
"Стоп, разве? Сейчас погуглить не могу, но там же в детстве, в 14, а потом каждые 10 лет, вроде
",0.0,0.0
"Но ведь у нас ничего не делают...за 20 лет ничего не открыли...
",0.0,0.0
"ты голосует за фильм рублем Я не голосовал. Больше чем мусорного говна с моих налогов они не увидели. продюсерам поебать на твои единички Ты действительно думаешь, что я такой УХ ПОСТАВЛЮ ЕДИНИЧКУ, УХ СЕЙЧАС ОНИ ВСЕ ТАМ ОБОСРУТЬСЯ ОТ СТРАХА, УХ КАК Я ИХ УНИЗИЛ ? Нет, по большей части, по крайней мере я на это надеюсь, что рейтинг повлияет на тех, кто ещё не посмотрел этот шедевр. готов слушать исковерканные факты любого известного хуя с Ютуба
",1.0,1.0
"Спасибо большое за дельный совет.
",0.0,0.0
"Труба 100 на 100 стенка 3мм под ключ. Около 2000 у.е. под ключ. Материал ступени- хвоя. Поручень- хвоя.
",0.0,0.0
"Ходили одно время у нас вот такие икарусы, а в нем сиденья мягкие да удобные и плюсом еще спинки высокие. Ехал я с работы уставший на последнем ряду сидений еще и у окна, лето-жара, в общем уснул. А т.к. от конечной до конечной то и не заморачивался - сплю и сплю кондуктор точно разбудит. Вот она и разбудила требованием оплатить проезд. Я говорю оплачено, в окно глянул и понимаю что мне через 4 остановки только выходить, но почему то едет автобус уже в другую сторону.)
",0.0,0.0
"Расплачься ещё, хохлина рваная.
",1.0,0.0
"Рассуждать логически можно там, где не ступала нога законодателя
",0.0,0.0
"В Америке железные дороги вымерли в конце сороковых
",0.0,0.0
"глянула посты, целенаправленное освещение как у нас все открывается, продается, вступает в строй, начинает работать, приносит прибыль, увеличивается число рабочих мест, скоро 25 млн будет, как и было когда то обещано, растет рождаемость, прям рай на земле, как тоже было обещано
",0.0,0.0
"бьют кошек за провинности Кот понимающий что-то вида плохой Барсик, так нельзя либо уже натренирован на слово нельзя либо это случай 1 из 1000, что кот реагирует на интонацию, а дать по жопе (иногда и хорошо так дать по жопе) ткнув носом в это самое нельзя понимание приходит очень быстро (если конечно кот не идиот). В итоге вырос нормальный кот понимающий что можно, а что нельзя и понимающий что за то что стащил еду со стола он получит по заднице, бонусом понимает слово нельзя
",0.0,0.0
"я не понимаю в чем проблема просто заменить. Я вам позвонил через два часа после покупки, как только увидел проблему. Это же явный обман покупателя.
",0.0,0.0
"Там Макарон совсем рамсы от своих желтых жилетов попутал, лягушила?! Не смотрит куда его псы тявкают!
",1.0,0.0
"Написано, что утилизируют. Но как я понимаю, работники почты просто заберут себе.
",0.0,0.0
"Жалко что его уволили из группы, на предпоследнем альбоме он нехило так разгулялся. Особенно тут в последней части: https: www.youtube.com watch?v EFEmTsfFL5A",0.0,0.0
"А как потом это стекло с локи снимать? На сепаратор класть и проволокой елозить? Или в морозилку? Я тут обычное китайское стекло с клеем по контуру заколебался с самсунга снимать, вклеилось так, что думал основное стекло самса лопнет, еле оторвал.
",0.0,0.0
"А может кто рассказать как происходит прыжок с инструктором. У меня у дочери мечта прыгнуть вот думаю на 18 лет подарок такой сделать. Дико боюсь за неё и думаю что могу передумать делать такой подарок.
",0.0,0.0
"Восхитительный кадр! Спасибо!
",0.0,0.0
"Механическим пофиг сколько температура, а с lcd дисплеями мерзнет только сам дисплей. Считать от этого он не перестает. Когда температура повышается, дисплей восстанавливается. И обычно бывают счетчики с диапазоном -20... 55 и -40... 55
",0.0,0.0
"В проходящего мимо человека в мастерской? Чё? Хуета любая может отскочить в проходящего человека. Бейсбол же не запрещают из-за этого. А вот группу Б в ралли запретили, придурошные.",1.0,0.0
"Своему мужу часто дарю хорошие зажигалки) почему часто? Одну украли вместе с сумкой, вторая не выдержала многочисленных падений) какие-то терялись) для курящего мужчины нужная вещь, что говорить про его женщину ) тем более, эта ниша поражает воображение разнообразием: как старые добрые бензиновые, так и usb, которые моему рыбаку очень помогают закурить как в ветренную, так и дождливую погоду. Это как вариант для ассортимента.
",0.0,0.0
"У нас тоже, как мы думали, нет бродячих. Уже пять лет в этом районе живём. Оказалось, есть.
",0.0,0.0
"Я так до сих пор делаю иногда, мой друг ставил в рулетке и я пошутил - может уже хватит, семью чем кормить будешь. О - остряк",0.0,0.0
"Уважаемый stsaper, достался мне в наследство dell xps m1330. при включении на несколько секунд появилась картинка загрузки винды и начала троиться, после троения появились горизонтальные цветные полосы на экране. Ноутбук изготовлен в конце 2007 года. Есть ли смысл его ремонтировать и что может быть не исправно?
",0.0,0.0
"мусоровоз обшитый рельсами, просто мечта выживача
",1.0,1.0
"У него явно вышел новый альбом...
",1.0,1.0
"При использовании торрентов количество сидеров и пиров действительно влияет на закачку файла. Естественно. Но вывод сделан исходя из раздач, где спокойно собирается по 50-100 сидов, и при этом скорость все равно не соответствовала заявленной. Зато у Ростелекома, почему-то, с этим проблем нет. Если сложность сохраняется даже при наличии достаточного количества раздающих, мы рекомендуем обращаться в клиентскую поддержку для проведения диагностики. А я звонил. Мне ответили что-то вроде вот вы только что увидели, что на SpeedTest все нормально. За все остальное мы ответственности не несем . Надеемся, что в будущем у нас появится шанс улучшить мнение о компании к лучшему. Значит, надо быть лояльнее к клиентам (особенно тем, кто пользуется вашими услугами, например, лет 5, и был верен вашей компании все это время), а не посылать их со словами Вам не нравится стоимость тарифа? Обращайтесь к директору . Ну и научите ваших агентов не лгать, и не давать пустые обещания. А то мне как-то звонил один товарищ, когда я ему сказал, что мне нужна скорость хотя бы 150-200Мбит, мне ответили вот вы знаете, по вашему адресу сейчас мы ее предоставить не можем, но уже через пару месяцев мы планируем модернизацию оборудования. Давайте вы к нам сейчас подключитесь, а потом мы вам сделаем нормальную скорость . Естественно, что через это время, когда я спрашивал техническую возможность, мне ответили в данный момент, максимум - 100 Мбит сек .
",0.0,0.0
"кикбоксера хана Батыя руководить Калмыкией -Бату Хасиков, у нас тут регион пустеет, нужно решить проблему с безработицей и трудоустройством. -Тебе че, в ебыч прописать? Ты мой заместитель или чей? Вот и пиздуй работать. - Я уже согласовал со всеми отделами план вывода региона из кризиса, нужно чтоб вы посмотрели и поставили подпись. - Че это за таблицы? А это что за цифра? Пиши понятным языком, а то защеку тебе щяс подпись поставлю.
",1.0,1.0
"Теперь про филиалы понял. В альфе остался. А на банках есть уже давно это, но толку нет(
",0.0,0.0
"видимо ты совсем не понимаешь разницы между социальным статусом и деятельностью. тогда ответь на вопрос: почему бомжи лазают по помойкам, собирают бутылки, сшибают мелочь на боярышник , а не уходят с утра на работу, а вернувшись домой не засаживаются перед телеком или компом?
",1.0,1.0
"А у вас есть статистические данные о количестве сбоев и их делении на в пользу клиента и в пользу компании ? По своему опыту скажу, что сбои в пользу клиента во-первых, либо незаметны клиенту, либо он их не афиширует чтобы не потерять халяву. Во-вторых, такие сбои тихо мирно устраняются и с клиента не требуют компенсации за использованный косяк.
",0.0,0.0
"Для начала CTL-672, а дальше уже как пойдёт.
",0.0,0.0
"Ну, позвонил начальник, сказал, это наш стратегический партнер и ататата)
",0.0,0.0
"не знаю за что тебя минусят, в целом любые крайности всегда не так хорошо - что полная свобода слова, что полная цензура тебя вот минусят, а когда благодаря свободе слова кто-то безнаказанно агитирует например за отказ от прививок эти минусители слюной изойдут кричать мол заткните их
",0.0,1.0
"Объективная реальность как раз в том, что если множество людей определенным образом используют теги не по назначению , то это означает, что появилось какое-то другое неофициальное назначение. Даже если вам это не нравится, бессмысленно отрицать существование данного явления.
",0.0,0.0
"Скорее всего мошенники, будут навязывать работы по замене или по поверке по завышенным ценам. Позвоните в УК и спросите правда ли это водоканал
",0.0,0.0
"Это другой режим, где формула1 - Автоспорт называется. Я подобное там видал. Но я всего несколько трасс прошел там. Не понравился режим. Я прохожу карьеру. У меня не стоит цели досмотреть сериал Сверхъестественное до конца. У меня не стоит цели непременно на 100 пройти игру. Я знаю, что не пройду полностью игру на 100 , так как не буду покупать донатные автомобили. Если у меня когда то начнет жечь жопу то я спокойно завершу. Удовольствие от 200 трасс получено в настоящий момент. Так же как получено удовольствие от трёх сезонов сериала. Возможно на каком-то этапе мне надоест. Но при этом я сутки уже отыграл. Игра качественная, с большим количеством автомобилей. Как середины прошлого века, так и современными моделями. Я не понимаю хейта. Я в какое то поделие играл, там без доната трассы не проходились. Вот где хрень. А здесь лично я доволен. И да, я был бы рад услышать альтернативу этой игре. Гонки, которые сделаны по нормальному.
",0.0,0.0
"боевые картинки Типичные адепты гомикадзе
",1.0,1.0
"Мод, гони нахуй этого дауна клеймящего всех паузодибильством, что на реакшен не похоже, ваши реакты не реакты итд.
",1.0,1.0
"Спасибо. Буду искать чтото похожее. Зипс- панелей у меня в городе нет..
",0.0,0.0
"Тут без ВВП не обошлось, наверное лично приказ отдавал.",0.0,1.0
"У моего ребенка сейчас под вопросом СДВГ, другие особенности поведения, но без лекарств стабильно 3, редко 4, крайне редко 5. Ноотропов 2 раза в год по моим наблюдениям мало, лично моему ребенку. От них эффект накопительный короткий, после окончания курса. Под лекарствами у моего почти сразу идет скачек успеваемости вплоть до почти сплошных пятерок. Плюс постоянно витамины группы В, рыбий жир, и комплексные витамины курсами - они и вашему не помешают. Если готовы принимать лекарства, советуйтесь с вашим врачом, подбирайте препараты и дозировку. Я долгое время боялась лекарств, думала перерастет, занятия с психологом и логопедом, но оказалось, что этого мало. Плюс , конечно, побеждайте своих собственных драконов. Ребенок у вас не такой, как вы думали мечтали, и несколько сложно принять, что например олимпиад не будет по какой-нибудь математике, и ВУЗ под большим вопросом, и я даже смирилась, если его и не будет. Когда учишься принимать ребенка таким, какой он получился, то становится спокойнее жить и учиться. И тогда просто развиваешь таланты в ребенке, какие есть. Какие-то таланты все-равно в каждом заложены. И когда ребенок найдет то, в чем он успешен, ему самому становится проще смириться с временной неудачей в какой-то другой области.
",0.0,0.0
"В Уфе минимальная стоимость заказа 125 р без приоритета. Комиссия 19 . Едешь на заказ 1-2 км, везёшь пасса 6км за 114 р, получаешь 101 р. Нафига эти бонусы? Дайте адекватную цену и умеренную комиссию.
",0.0,0.0
"у вас хоть под балконом, у меня балкон полностью засран, полностью эти твари засрали его на НЕДЕЛЮ!! тупо места чистого нет хз в чем дело я их не подкармливал вовсе
",1.0,0.0
"Не знаю с чего, но островные так считают. Во всяком случае считали во времена нереварина, сейчас не знаю как там что.
",0.0,0.0
"вот они секреты российской медицины. и этому они 6 лет учатся)
",0.0,0.0
"2 2 4 в десятичной системе счисления. Или это можно опровергнуть?
",0.0,0.0
"человеческое познание строится на фактах, за редким исключением. если чего-то нельзя проверить, то естественно будет предположить, что этого не существует. к непроверяемому человек шел путем фактов. если непроверяемое не есть факт, то его не существует.
",0.0,0.0
"К сожалению, это то немногое, за что их можно похвалить. Когда играл не отпускало ощущение дешевизны. И, вроде бы, и не то чтобы плохо, а всё же без души сделано.
",0.0,0.0
"По договору Я.Т. он полюбасу несет личную ответственность за машину. Ремонт матиза оплатит страховая. А ремонт таксишки оплатит это ебанат, т.к. он поставил свою подпись в договоре.
",0.0,1.0
"речь не про бабушкин масляный радиатор а про самые современные технологии. Инфракрасный теплый пол характеристики: Источник питания - обычная квартирная (домовая) электросеть напряжением 220 В, некоторые модели стабильно работают даже при понижении напряжения до 190 В Потребляемая мощность на 1м2 - от 130 до 240 Вт Толщина пленки - 0,3-0,47 мм, ширина - 0,5 и 0.8 м (1,0 м) Нагревательный элемент - графит Максимальная температура нагрева пленки - 45град.С (у некоторых моделей - 60град.С) КПД 98 У лампочки ,выходит, кпд по теплу 90 ,если не 85 . Обосрался?
",0.0,0.0
"А кого любить? Гоблина тупорылого что-ли? Или какую-нибудь продажную суку из демшизы? Нет уж, спасибо не надо.
",1.0,0.0
"художнику принадлежат все картины, смешаны все краски и придуманы все образы. но что в этом невозможного? разве художник в студии не делает того же самого? чему ты удивляешься? мазок на картине не может осознать создателя, пока создатель сам не вложит этот смысл в картину, пока не нарисует людей по собственному подобию и историю. но мое мнение, это лишь мысли одной капли краски.
",0.0,0.0
"Рашковане деградируют с бешеной скоростью. Говнобыдлу уже всё похуй - прямо в садике при личинусах морду бьют по понятиям .
",1.0,0.0
"Ну, средняя зарплата в Челябинской области на начало 2019 года 33 т.р. Продолжительность жизни 70 лет. Эти и другие мифы статистики смотрите в следующей серии. Даже по данной таблице видно что цена выросла.
",0.0,0.0
"Одни мудаки пропускают других мудаков,потому,что надеются,что те мудаки,которых пропускают сейчас,пропустят других мудаков потом....
",1.0,0.0
"С хуя, я каждый день ложусь в 7 вставаю в 15.",0.0,0.0
"Если не доказано, что нарочно сбил, не с целью причинить страдания, то всё норм.
",0.0,0.0
"Передает сообщение на Нибиру
",1.0,0.0
"У обломыча норм рецепт (тайскую чили пасту я не нашел, а остальное у меня было прям из тая). Я немного доработал для того чтобы не вылавливать палки и всё несъедобное - кидаю их отдавать вкус завернутыми в безвкусную тряпочку. И насчет всякой замены лайма лимоном, и галангала имбирем - меня просто аштрисёт. Нет, я понимаю, местами ингредиенты хуй найдешь, но реально - нет ножек- нет мультиков.
",0.0,0.0
"CFX же не только ветер считает. Тепловые расчеты, горение, акустику. дохрена всего. Весьма удобный франкентштейн этот Ансис. Да как-то и заказчики с которыми я работал в основном его требовали использовать.
",0.0,0.0
"олигарх коломойский мне нравится больше, чем олигарх порошенко или олигарх ахметов Я смотрю хохлов нормально так задрочили, что они уже выбор между олигархами считают нормой. И даже властью народа, лол
",1.0,0.0
"Ну так заведи себе семью, ребёнка, и ставь хештеги мысмоимтупорылымребенкомкаемсясгоруи
",1.0,0.0
"полный дегенерат без экономического образования.
",1.0,0.0
"Тут есть некоторая несостыковка Простые глазники в поликлинике говорят ой, все это фигня , а врачи хирурги в клиниках говорят ухаживай за зрением и все будет ок за три года у меня вроде всё та же сотка В любом случае, если будет можно сделать ещё раз в случае каких то форс мажоров-сделаю сто процентов В интернетах вроде никто не жалуется, что обратно упало
",0.0,0.0
Ватники продолжают экранизировать совковые сказки.,1.0,1.0
"Но ведь хранитель Луны - это он )
",0.0,0.0
"Если есть оборудование - да. Там был вопрос в том, что в штате нет оборудования, которое работало бы с нужной скоростью. И инвестировать в его закупки никто не хочет.
",0.0,0.0
"судя по одинаковому возрасту зрителей скорее студенческая инсценировка
",0.0,0.0
"Спасибо за информацию!
",0.0,0.0
"Борозды на броне больно огромные. Они не похожи нм на когти, ни на рикошеты от снарядов. Еще модель ну совсем пластиковая. Не видно краев от рикошетов и непробитий. (Они должны быть намного светлее, насколько я помню саркофаг из адамантия или очень толстого керамита, а они чуть ли не белые) А в целом неплохо, мне нравится. Подставка бомбезная. P.S. плазма светится ярко голубым, мяяяяягонько переходящим в белый цвет. У всех кроме хаоситов) У Нас она теперь красненькая)
",0.0,0.0
"Ох, лол. Это действительно странно. Так не называют. Если хохол то уже Дмытро. И то в случае если он украиноязычный. Русскоязычные хохлы имена не коверкают.
",1.0,0.0
"Кушай цветную капусту... И полезно и 0 калорий и живот заполняет самое то
",0.0,0.0
"аналогично, название у них дивное заморское, выглядят они интересно. Как часть интерьера очень симпатичная вещь) но для иных целей я их не понимаю
",0.0,0.0
"В Питере до сих пор такая система работает на оборонзаводе.
",0.0,0.0
"Ну что, сломал ваш косоглазый карточку походу. Теперь будете на новую собирать.
",1.0,0.0
"18 , хотя тогда уже почти пенсионер)
",0.0,0.0
"Там оценок не ставят, просто зачёт, но посещение обязательное
",0.0,0.0
"Доставка по воздуху пока только до 600км...
",0.0,0.0
"Да просто уравнять в обязанностях религиозные организации с остальными коммерческими а как же некоммерческая деятельность?
",0.0,0.0
"Имелось ввиду больше предложений в лингвистическом смысле - пошутил я про себя и возник следующий вопрос: Как лучше завершать предложения имеющие в окончании конкретный адрес, где может быть важен знак точки? Больше предложений на виза.ру трэвал.? Или больше предложений на виза.ру трэвал .? Или, быть может, больше предложений на виза.ру трэвал .?
",0.0,0.0
"В Москве догорает здание освобождая место для нового тракторного завода
",0.0,0.0
"Скажите, сколько отёк после операции спадает? Маме делали два месяца назад, до сих пор нога отекает
",0.0,0.0
"цену на газ Они же покупают, и не продают, как они могут менять цену? Да еще и в два раза? Или речь о бытовом газе, том, что для плит и т.д. Неужели его пользователей так много?
",0.0,0.0
"А кошелек в зимнем пуховике, который висит в шкафу возле погреба на даче у тети Тамары в Люберцах
",0.0,0.0
"дышать плавленной пластмассой ради это куска ископаемого сомнительное удовольствие, раньше тоже парился с эпоксидкой, но давно плюнул на это дело, купил кучу маленьких болтов, гаечек и шайбочек - болт насквозь, затем вплавляю гаечку в пластик, отмеряю, болт отрезаю. Снизу гаечка вплавляется так, что не торчит, конструкция получается очень крепкая, смысла парится с этими стойками не вижу вообще
",0.0,0.0
"Да просто там машин мало.
",0.0,0.0
"Это ж моя кошка! И пузико, и белое пятнышко на шее!
",1.0,0.0
"АХАХАХАХА... я вголос проорал
",1.0,1.0
"Тоже такие подозрения были, но нет, до оргазма доводил в последние разы. Хотя с трудом получалось. Раньше проще было намного, а сейчас даже возбудиться не может почти. Говорит мысли о другом совсем, не может расслабиться, бытовуха и работа угнетает. Просто надо говорить на эту тему, не обижаться и попытаться понять друг друга.
",0.0,0.0
"пойти кромсать неповинных в твоих проблемах людей? Чувак собирался устроить колумбайн в школе, в которой учился. Легко могу представить наличие упырей среди одноклассников, учителей, и руководства школы. Ну то есть неповинных в проблемах в данном случае неприменимо. Как минимум переехать в Москву или Питер. Как максимум - свалить заграницу. Как быстро может себе позволить это выпускник РАНХиГС, и сколько у него времени останется чтобы спокойно наслаждаться жизнью? В то время когда по телевизору - золотые унитазы, катание собачек на бизнес-джетах и прочая сладкая жизнь , в том числе сверстников, которые родились с бриллиантовой ложкой в жопе ?
",0.0,0.0
"Сказки то не рассказывайте, такое возможно только если деревня в нескольких километрах от города, сам живу в пфо Оренбуржье, у нас дорогу 2 дня почистить не могли, ибо 1 трактор на 3 деревни
",0.0,0.0
"На 3-м фото очень красивое платье.
",0.0,0.0
"Что то мало за убийство 2 года
",0.0,0.0
"расследование завершено, сбит ракетой бук. всё. они и не ставили себе целей узнать кто кто стрелял лишь причину падения самолета.
",0.0,0.0
"Не просто так это сделали, на моей самсунг так же, после трех лет использования предохранитель сгорел при открытии дверцы, предохранитель поменял и 7 лет проблем нет
",0.0,0.0
"В зиндан гниду за уничтожение редких видов животных.
",1.0,0.0
"Напомните почему все арабские страны пытаются пидорнуть евреев аж с самого их создания? Жиды там говно заливают арабам или просто у мюслей случился бомбаж от появления нового игрока на поле?
",1.0,0.0
"Ну, а что, собственно, вам не нравится? Чтобы батя отказался от своего пиздюка, хоть и долбоеба, и отдал его на съедение журналистам и бомжам? Я в рот ебал таких бать, мои предки в любом кипише всегда обвиняли меня, хотя я почти всегда был жертвой. Такие родители хуевые. Нормальный отец должен наказывать долбоеба внутри семьи, а от чужих, даже в таких случаях -- защищать. Не увидел в его словах ни угроз, ни быкования.
",1.0,0.0
"Ну у меня последний раз было лет эдак 15 назад. Но всегда есть шанс)
",0.0,0.0
"У них походу реально везде проблемы с рабочими местами. Собеседовался в НИИ, занимающимся проектами для Газпрома. Точно так же завели в маленький кабинетик, где сидели 4-5 человек. Работают от заката до рассвета, по выходным. Берут неофициально. Крастота... Зарплата, говорят, большая, не проверял.
",0.0,0.0
"После картинных падений с катанием по земле, половину мяченогов надо в шлюхи отправлять. Там им самое место.
",1.0,0.0
"Тот инет, что был в 20 году уже трансформировался в нечто. Не такой романтичный. Теперь все осознали что это инструмент зарабатывания в основе.
",0.0,0.0
"Если возраст молодой (близко к 30) лучше сразу планировать заработать на новое...
",0.0,0.0
"Это же пизда будет объебосы сразу вмякие повылазят, будут шастать по улицам, повысится криминал, дтп и всякая другая хуйня
",1.0,0.0
